Nicolaus von Avancini;https://www.wikidata.org/wiki/Q3340050;Sosa naufragus;Camena;http://mateo.uni-mannheim.de/camena/avan2/books/avancinidramatica1_1.xml;TEI-XML
Nicolaus von Avancini;https://www.wikidata.org/wiki/Q3340050;Pomum Theodosii;Camena;http://mateo.uni-mannheim.de/camena/avan2/books/avancinidramatica1_2.xml;TEI-XML
Nicolaus von Avancini;https://www.wikidata.org/wiki/Q3340050;Theodosius Magnus;Camena;http://mateo.uni-mannheim.de/camena/avan2/books/avancinidramatica1_3.xml;TEI-XML
Nicolaus von Avancini;https://www.wikidata.org/wiki/Q3340050;C. Marius;Camena;http://mateo.uni-mannheim.de/camena/avan2/books/avancinidramatica1_4.xml;TEI-XML
Nicolaus von Avancini;https://www.wikidata.org/wiki/Q3340050;Clodoaldus Daniae Princeps;Camena;http://mateo.uni-mannheim.de/camena/avan2/books/avancinidramatica1_5.xml;TEI-XML
Nicolaus von Avancini;https://www.wikidata.org/wiki/Q3340050;Joseph a fratribus recognitus;Camena;http://mateo.uni-mannheim.de/camena/avan2/books/avancinidramatica1_6.xml;TEI-XML
Nicolaus von Avancini;https://www.wikidata.org/wiki/Q3340050;Zelus, sive Franciscus Xaverius Indiarum apostolus;Camena;http://mateo.uni-mannheim.de/camena/avan3/books/avancinidramatica2_1.xml;TEI-XML
Nicolaus von Avancini;https://www.wikidata.org/wiki/Q3340050;Pietas victrix, sive Fl. Constantinus Magnus ... victor;Camena;http://mateo.uni-mannheim.de/camena/avan3/books/avancinidramatica2_2.xml;TEI-XML
Nicolaus von Avancini;https://www.wikidata.org/wiki/Q3340050;Fides coniugalis, sive Ansberta, sui coniugis Bertulphi ... liberatrix;Camena;http://mateo.uni-mannheim.de/camena/avan3/books/avancinidramatica2_3.xml;TEI-XML
Nicolaus von Avancini;https://www.wikidata.org/wiki/Q3340050;Fiducia in Deum, sive Bethulia liberata;Camena;http://mateo.uni-mannheim.de/camena/avan3/books/avancinidramatica2_4.xml;TEI-XML
Nicolaus von Avancini;https://www.wikidata.org/wiki/Q3340050;Dei bonitas de humana pertinacia victrix, sive Alphonsus Decimus ... Rex ... a Deo emendatus;Camena;http://mateo.uni-mannheim.de/camena/avan3/books/avancinidramatica2_5.xml;TEI-XML
Nicolaus von Avancini;https://www.wikidata.org/wiki/Q3340050;Connubium Meriti et Honoris, sive Evergetes, et Endoxa;Camena;http://mateo.uni-mannheim.de/camena/avan3/books/avancinidramatica2_6.xml;TEI-XML
Nicolaus von Avancini;https://www.wikidata.org/wiki/Q3340050;Tyrannis Idokerdi;Camena;http://mateo.uni-mannheim.de/camena/avan4/books/avancinidramatica3_1.xml;TEI-XML
Nicolaus von Avancini;https://www.wikidata.org/wiki/Q3340050;Hermenegildus;Camena;http://mateo.uni-mannheim.de/camena/avan4/books/avancinidramatica3_2.xml;TEI-XML
Nicolaus von Avancini;https://www.wikidata.org/wiki/Q3340050;Olaus Magnus;Camena;http://mateo.uni-mannheim.de/camena/avan4/books/avancinidramatica3_3.xml;TEI-XML
Nicolaus von Avancini;https://www.wikidata.org/wiki/Q3340050;David;Camena;http://mateo.uni-mannheim.de/camena/avan4/books/avancinidramatica3_4.xml;TEI-XML
Nicolaus von Avancini;https://www.wikidata.org/wiki/Q3340050;Sidrach, Misach et Abdenago;Camena;http://mateo.uni-mannheim.de/camena/avan4/books/avancinidramatica3_5.xml;TEI-XML
Nicolaus von Avancini;https://www.wikidata.org/wiki/Q3340050;Artaxerxes;Camena;http://mateo.uni-mannheim.de/camena/avan5/books/avancinidramatica4_1.xml;TEI-XML
Nicolaus von Avancini;https://www.wikidata.org/wiki/Q3340050;Cyrus;Camena;http://mateo.uni-mannheim.de/camena/avan5/books/avancinidramatica4_2.xml;TEI-XML
Nicolaus von Avancini;https://www.wikidata.org/wiki/Q3340050;Canutus;Camena;http://mateo.uni-mannheim.de/camena/avan5/books/avancinidramatica4_3.xml;TEI-XML
Nicolaus von Avancini;https://www.wikidata.org/wiki/Q3340050;S. Idda;Camena;http://mateo.uni-mannheim.de/camena/avan5/books/avancinidramatica4_4.xml;TEI-XML
Nicolaus von Avancini;https://www.wikidata.org/wiki/Q3340050;Semiramis;Camena;http://mateo.uni-mannheim.de/camena/avan5/books/avancinidramatica4_5.xml;TEI-XML
Nicolaus von Avancini;https://www.wikidata.org/wiki/Q3340050;Alexius Comnenus;Camena;http://mateo.uni-mannheim.de/camena/avan5/books/avancinidramatica4_6.xml;TEI-XML
Jakob Balde;https://www.wikidata.org/wiki/Q65850;Jephtias;Camena;http://mateo.uni-mannheim.de/camena/bald4/books/baldepoemata4_7.xml;TEI-XML
Jakob Bidermann;https://www.wikidata.org/wiki/Q71316;Belisarius;Camena;http://mateo.uni-mannheim.de/camena/bider3/books/bidermannludi_1.xml;TEI-XML
Jakob Bidermann;https://www.wikidata.org/wiki/Q71316;Cenodoxus;Camena;http://mateo.uni-mannheim.de/camena/bider3/books/bidermannludi_2.xml;TEI-XML
Jakob Bidermann;https://www.wikidata.org/wiki/Q71316;Cosmarchia;Camena;http://mateo.uni-mannheim.de/camena/bider3/books/bidermannludi_3.xml;TEI-XML
Jakob Bidermann;https://www.wikidata.org/wiki/Q71316);Josephus;Camena;http://mateo.uni-mannheim.de/camena/bider3/books/bidermannludi_4.xml);TEI-XML
Jakob Bidermann;https://www.wikidata.org/wiki/Q71316);Macarius Romanus;Camena;http://mateo.uni-mannheim.de/camena/bider3/books/bidermannludi_5.xml;TEI-XML
Jakob Bidermann;https://www.wikidata.org/wiki/Q71316);Philemon Martyr;Camena;http://mateo.uni-mannheim.de/camena/bider4/books/bidermannludi2_1.xml;TEI-XML
Jakob Bidermann;https://www.wikidata.org/wiki/Q71316);Jacobus Usurarius;Camena;http://mateo.uni-mannheim.de/camena/bider4/books/bidermannludi2_2.xml;TEI-XML
Jakob Bidermann;https://www.wikidata.org/wiki/Q71316);Joannes Calybita;Camena;http://mateo.uni-mannheim.de/camena/bider4/books/bidermannludi2_3.xml;TEI-XML
Jakob Bidermann;https://www.wikidata.org/wiki/Q71316);Josaphatus Rex;Camena;http://mateo.uni-mannheim.de/camena/bider4/books/bidermannludi2_4.xml;TEI-XML
Jakob Bidermann;https://www.wikidata.org/wiki/Q71316);Stertinius;Camena;http://mateo.uni-mannheim.de/camena/bider4/books/bidermannludi2_5.xml;TEI-XML
Jakob Masen;https://www.wikidata.org/wiki/Q97336);Comoedia historica Ollaria;Camena;http://mateo.uni-mannheim.de/camena/masen1/Masen_palaestra_eloquentiae_3.xml;TEI-XML
Jakob Masen;https://www.wikidata.org/wiki/Q97336);Comoedia historica Rusticus imperans;Camena;http://mateo.uni-mannheim.de/camena/masen1/Masen_palaestra_eloquentiae_3.xml;TEI-XML
Jakob Masen;https://www.wikidata.org/wiki/Q97336);Comoedia fabulosa Bacchi Schola eversa;Camena;http://mateo.uni-mannheim.de/camena/masen1/Masen_palaestra_eloquentiae_3.xml;TEI-XML
Jakob Masen;https://www.wikidata.org/wiki/Q97336);Tragoedia Mauritius Orientis Imperator;Camena;http://mateo.uni-mannheim.de/camena/masen1/Masen_palaestra_eloquentiae_3.xml;TEI-XML
Jakob Masen;https://www.wikidata.org/wiki/Q97336);Tragico-Comoedia historica Iosaphatus;Camena;http://mateo.uni-mannheim.de/camena/masen1/Masen_palaestra_eloquentiae_3.xml;TEI-XML
Jakob Masen;https://www.wikidata.org/wiki/Q97336);Androphilus;Camena;http://mateo.uni-mannheim.de/camena/masen1/Masen_palaestra_eloquentiae_3.xml;TEI-XML
Jakob Masen;https://www.wikidata.org/wiki/Q97336);Comico-Tragoedia parabolica Telesbius; [Camena;http://mateo.uni-mannheim.de/camena/masen1/Masen_palaestra_eloquentiae_3.xml;TEI-XML
Jakob Pontanus;https://www.wikidata.org/wiki/Q3157628);Immolatio Isaac;Camena;http://mateo.uni-mannheim.de/camena/pont2/books/pontanusinstitutiones_9.xml;TEI-XML
Jakob Pontanus;https://www.wikidata.org/wiki/Q3157628);Stratocles, sive Bellum;Camena;http://mateo.uni-mannheim.de/camena/pont2/books/pontanusinstitutiones_10.xml;TEI-XML
